公投案,縣市,鄉鎮市區,同意票數,不同意票數,有效票數,無效票數,投票數,投票權人數,投票率(%),有效同意票數對投票權人數百分比(%)
第15案,新北市,蘆洲區,"31,191","52,571","83,762","5,891","89,653","167,457",53.54%,18.63%
第15案,新北市,五股區,"12,868","23,458","36,326","2,422","38,748","72,443",53.49%,17.76%
第15案,新北市,泰山區,"11,793","21,896","33,689","1,893","35,582","64,252",55.38%,18.35%
第15案,新北市,林口區,"16,881","29,035","45,916","2,376","48,292","86,203",56.02%,19.58%
第15案,新北市,深坑區,"3,861","6,894","10,755",625,"11,380","20,624",55.18%,18.72%
第15案,新北市,石碇區,"1,094","2,082","3,176",293,"3,469","6,861",50.56%,15.95%
第15案,新北市,坪林區,898,"1,829","2,727",291,"3,018","5,891",51.23%,15.24%
第15案,新北市,三芝區,"3,186","5,837","9,023",741,"9,764","20,119",48.53%,15.84%
第15案,新北市,石門區,"1,579","3,331","4,910",541,"5,451","10,528",51.78%,15%
第15案,新北市,八里區,"5,690","10,721","16,411","1,076","17,487","32,970",53.04%,17.26%
第15案,新北市,平溪區,547,"1,297","1,844",233,"2,077","4,321",48.07%,12.66%
第15案,新北市,雙溪區,"1,037","2,472","3,509",374,"3,883","7,999",48.54%,12.96%
第15案,新北市,貢寮區,"1,418","3,049","4,467",482,"4,949","11,279",43.88%,12.57%
第15案,新北市,金山區,"3,271","5,466","8,737",890,"9,627","18,978",50.73%,17.24%
第15案,新北市,萬里區,"2,609","6,072","8,681",926,"9,607","19,297",49.78%,13.52%
第15案,新北市,烏來區,832,"1,919","2,751",105,"2,856","5,264",54.26%,15.81%
第15案,桃園市,桃園區,"63,229","111,711","174,940","7,703","182,643","359,790",50.76%,17.57%
第15案,桃園市,中壢區,"55,628","113,277","168,905","7,506","176,411","334,402",52.75%,16.64%
第15案,桃園市,大溪區,"12,329","26,181","38,510","2,824","41,334","78,285",52.8%,15.75%
第15案,桃園市,楊梅區,"21,210","46,233","67,443","3,207","70,650","137,917",51.23%,15.38%
第15案,桃園市,蘆竹區,"21,787","40,963","62,750","3,168","65,918","129,252",51%,16.86%
第15案,桃園市,大園區,"11,444","23,644","35,088","1,798","36,886","73,900",49.91%,15.49%
第15案,桃園市,龜山區,"22,419","39,443","61,862","3,057","64,919","131,702",49.29%,17.02%
第15案,桃園市,八德區,"26,246","52,650","78,896","4,541","83,437","165,065",50.55%,15.9%
第15案,桃園市,龍潭區,"15,518","36,190","51,708","2,635","54,343","101,574",53.5%,15.28%
第15案,桃園市,平鎮區,"29,969","63,734","93,703","4,046","97,749","183,560",53.25%,16.33%
第15案,桃園市,新屋區,"6,408","15,202","21,610","1,394","23,004","41,461",55.48%,15.46%
第15案,桃園市,觀音區,"8,475","17,670","26,145","1,647","27,792","55,149",50.39%,15.37%
第15案,桃園市,復興區,984,"4,041","5,025",294,"5,319","9,766",54.46%,10.08%
第15案,臺中市,中區,"2,487","5,268","7,755",485,"8,240","14,696",56.07%,16.92%
第15案,臺中市,東區,"11,829","23,874","35,703","2,239","37,942","64,291",59.02%,18.4%
第15案,臺中市,南區,"20,975","39,392","60,367","3,321","63,688","103,643",61.45%,20.24%
第15案,臺中市,西區,"19,150","34,098","53,248","2,543","55,791","95,040",58.7%,20.15%
第15案,臺中市,北區,"23,371","44,261","67,632","2,943","70,575","124,621",56.63%,18.75%
第15案,臺中市,西屯區,"35,684","66,785","102,469","4,496","106,965","183,814",58.19%,19.41%
第15案,臺中市,南屯區,"27,215","51,229","78,444","3,663","82,107","135,448",60.62%,20.09%
第15案,臺中市,北屯區,"41,689","83,227","124,916","5,529","130,445","227,720",57.28%,18.31%
第15案,臺中市,豐原區,"25,365","52,434","77,799","4,495","82,294","136,658",60.22%,18.56%
第15案,臺中市,東勢區,"6,696","16,783","23,479","1,855","25,334","43,181",58.67%,15.51%
第15案,臺中市,大甲區,"10,769","23,336","34,105","2,368","36,473","63,069",57.83%,17.07%
第15案,臺中市,清水區,"12,574","26,528","39,102","2,788","41,890","71,528",58.56%,17.58%
第15案,臺中市,沙鹿區,"12,711","27,332","40,043","2,280","42,323","74,207",57.03%,17.13%
第15案,臺中市,梧棲區,"7,915","17,312","25,227","1,665","26,892","47,040",57.17%,16.83%
第15案,臺中市,后里區,"7,622","16,964","24,586","1,666","26,252","44,962",58.39%,16.95%
第15案,臺中市,神岡區,"9,121","21,157","30,278","2,144","32,422","54,565",59.42%,16.72%
第15案,臺中市,潭子區,"15,257","33,803","49,060","2,572","51,632","89,487",57.7%,17.05%
第15案,臺中市,大雅區,"13,441","28,615","42,056","2,356","44,412","77,189",57.54%,17.41%
第15案,臺中市,新社區,"2,984","7,517","10,501",684,"11,185","20,860",53.62%,14.3%
第15案,臺中市,石岡區,"2,109","4,964","7,073",552,"7,625","12,880",59.2%,16.37%
第15案,臺中市,外埔區,"4,102","10,757","14,859","1,018","15,877","27,059",58.68%,15.16%
第15案,臺中市,大安區,"2,665","6,258","8,923",829,"9,752","16,520",59.03%,16.13%
第15案,臺中市,烏日區,"10,735","23,059","33,794","2,375","36,169","61,705",58.62%,17.4%
第15案,臺中市,大肚區,"7,860","18,142","26,002","1,772","27,774","47,457",58.52%,16.56%
第15案,臺中市,龍井區,"10,744","23,229","33,973","2,116","36,089","63,584",56.76%,16.9%
第15案,臺中市,霧峰區,"9,513","21,777","31,290","2,297","33,587","55,225",60.82%,17.23%
第15案,臺中市,太平區,"25,949","55,823","81,772","4,731","86,503","157,926",54.77%,16.43%
第15案,臺中市,大里區,"29,508","62,260","91,768","5,115","96,883","171,769",56.4%,17.18%
第15案,臺中市,和平區,"1,280","4,348","5,628",376,"6,004","9,498",63.21%,13.48%
第15案,臺南市,新營區,"10,841","20,018","30,859","1,481","32,340","64,949",49.79%,16.69%
第15案,臺南市,鹽水區,"3,508","6,307","9,815",774,"10,589","22,121",47.87%,15.86%
第15案,臺南市,白河區,"3,476","6,415","9,891",838,"10,729","24,894",43.1%,13.96%
第15案,臺南市,柳營區,"2,872","5,658","8,530",766,"9,296","18,804",49.44%,15.27%
第15案,臺南市,後壁區,"2,975","5,775","8,750",867,"9,617","20,841",46.14%,14.27%
第15案,臺南市,東山區,"2,089","4,204","6,293",647,"6,940","18,471",37.57%,11.31%
第15案,臺南市,麻豆區,"6,621","10,960","17,581","1,048","18,629","37,963",49.07%,17.44%
第15案,臺南市,下營區,"3,091","5,832","8,923",913,"9,836","20,947",46.96%,14.76%
第15案,臺南市,六甲區,"3,197","5,234","8,431",830,"9,261","19,144",48.38%,16.7%
第15案,臺南市,官田區,"3,068","5,351","8,419",669,"9,088","18,675",48.66%,16.43%
第15案,臺南市,大內區,"1,171","2,546","3,717",426,"4,143","8,654",47.87%,13.53%
第15案,臺南市,佳里區,"8,520","16,286","24,806","1,494","26,300","50,407",52.18%,16.9%
第15案,臺南市,學甲區,"3,357","6,682","10,039",668,"10,707","22,567",47.45%,14.88%
第15案,臺南市,西港區,"3,256","6,328","9,584",568,"10,152","21,564",47.08%,15.1%
第15案,臺南市,七股區,"2,723","5,757","8,480",620,"9,100","19,950",45.61%,13.65%
第15案,臺南市,將軍區,"2,093","5,114","7,207",609,"7,816","17,754",44.02%,11.79%
第15案,臺南市,北門區,"1,139","2,677","3,816",260,"4,076","9,925",41.07%,11.48%
第15案,臺南市,新化區,"6,530","12,063","18,593","1,427","20,020","37,296",53.68%,17.51%
第15案,臺南市,善化區,"7,092","12,087","19,179","1,284","20,463","39,950",51.22%,17.75%
第15案,臺南市,新市區,"5,374","9,981","15,355",957,"16,312","30,386",53.68%,17.69%
第15案,臺南市,安定區,"4,337","8,389","12,726",919,"13,645","26,104",52.27%,16.61%
第15案,臺南市,山上區,928,"1,713","2,641",228,"2,869","6,511",44.06%,14.25%
第15案,臺南市,玉井區,"1,665","3,878","5,543",462,"6,005","12,357",48.6%,13.47%
第15案,臺南市,楠西區,995,"2,544","3,539",319,"3,858","8,528",45.24%,11.67%
第15案,臺南市,南化區,"1,054","2,331","3,385",323,"3,708","7,786",47.62%,13.54%
第15案,臺南市,左鎮區,501,"1,245","1,746",232,"1,978","4,418",44.77%,11.34%
第15案,臺南市,仁德區,"10,819","21,560","32,379","2,074","34,453","64,632",53.31%,16.74%
第15案,臺南市,歸仁區,"9,988","18,728","28,716","1,767","30,483","57,387",53.12%,17.4%
第15案,臺南市,關廟區,"4,948","9,878","14,826","1,096","15,922","29,913",53.23%,16.54%
第15案,臺南市,龍崎區,485,"1,167","1,652",150,"1,802","3,713",48.53%,13.06%
第15案,臺南市,永康區,"34,171","62,863","97,034","4,478","101,512","195,001",52.06%,17.52%
第15案,臺南市,東區,"29,616","50,890","80,506","3,419","83,925","153,359",54.72%,19.31%
第15案,臺南市,南區,"18,076","34,732","52,808","3,166","55,974","108,650",51.52%,16.64%
第15案,臺南市,北區,"20,680","36,676","57,356","2,527","59,883","110,906",53.99%,18.65%
第15案,臺南市,安南區,"27,446","51,577","79,023","4,606","83,629","159,654",52.38%,17.19%
第15案,臺南市,安平區,"9,779","17,393","27,172","1,048","28,220","55,379",50.96%,17.66%
第15案,臺南市,中西區,"12,476","21,937","34,413","1,793","36,206","65,261",55.48%,19.12%
第15案,高雄市,鹽埕區,"4,613","7,277","11,890",575,"12,465","21,617",57.66%,21.34%
第15案,高雄市,鼓山區,"22,321","42,999","65,320","3,097","68,417","114,979",59.5%,19.41%
第15案,高雄市,左營區,"30,605","63,666","94,271","3,966","98,237","161,367",60.88%,18.97%
第15案,高雄市,楠梓區,"28,585","57,582","86,167","5,512","91,679","153,132",59.87%,18.67%
第15案,高雄市,三民區,"56,856","106,137","162,993","8,385","171,378","289,519",59.19%,19.64%
第15案,高雄市,新興區,"9,445","16,428","25,873","1,336","27,209","44,355",61.34%,21.29%
第15案,高雄市,前金區,"4,776","8,995","13,771",738,"14,509","23,928",60.64%,19.96%
第15案,高雄市,苓雅區,"29,700","55,824","85,524","4,183","89,707","146,786",61.11%,20.23%
第15案,高雄市,前鎮區,"30,275","58,765","89,040","5,948","94,988","161,797",58.71%,18.71%
第15案,高雄市,旗津區,"4,223","7,751","11,974","1,017","12,991","24,860",52.26%,16.99%
第15案,高雄市,小港區,"25,181","48,504","73,685","4,154","77,839","132,733",58.64%,18.97%
第15案,高雄市,鳳山區,"55,770","113,855","169,625","9,216","178,841","300,510",59.51%,18.56%
第15案,高雄市,林園區,"10,174","20,560","30,734","2,234","32,968","59,129",55.76%,17.21%
第15案,高雄市,大寮區,"16,588","35,551","52,139","3,391","55,530","97,309",57.07%,17.05%
第15案,高雄市,大樹區,"6,166","13,003","19,169","1,427","20,596","36,772",56.01%,16.77%
第15案,高雄市,大社區,"5,753","10,353","16,106","1,205","17,311","30,046",57.61%,19.15%
第15案,高雄市,仁武區,"13,068","28,094","41,162","1,991","43,153","73,611",58.62%,17.75%
第15案,高雄市,鳥松區,"7,877","14,661","22,538","1,305","23,843","39,191",60.84%,20.1%
第15案,高雄市,岡山區,"14,680","32,567","47,247","2,620","49,867","81,244",61.38%,18.07%
第15案,高雄市,橋頭區,"6,321","12,345","18,666","1,594","20,260","32,565",62.21%,19.41%
第15案,高雄市,燕巢區,"4,398","9,355","13,753","1,159","14,912","26,012",57.33%,16.91%
第15案,高雄市,田寮區,897,"1,982","2,879",325,"3,204","6,671",48.03%,13.45%
第15案,高雄市,阿蓮區,"4,353","8,139","12,492",792,"13,284","24,534",54.15%,17.74%
第15案,高雄市,路竹區,"7,908","16,072","23,980","1,964","25,944","43,850",59.17%,18.03%
第15案,高雄市,湖內區,"4,289","9,148","13,437",942,"14,379","25,729",55.89%,16.67%
第15案,高雄市,茄萣區,"4,510","8,546","13,056","1,111","14,167","26,212",54.05%,17.21%
第15案,高雄市,永安區,"2,323","4,723","7,046",527,"7,573","12,001",63.1%,19.36%
第15案,高雄市,彌陀區,"2,893","6,438","9,331",889,"10,220","16,487",61.99%,17.55%
第15案,高雄市,梓官區,"5,238","11,624","16,862","1,304","18,166","31,025",58.55%,16.88%
第15案,高雄市,旗山區,"5,654","10,819","16,473","1,483","17,956","31,996",56.12%,17.67%
第15案,高雄市,美濃區,"4,922","12,858","17,780","1,641","19,421","35,311",55%,13.94%
第15案,高雄市,六龜區,"1,451","3,386","4,837",642,"5,479","11,501",47.64%,12.62%
第15案,高雄市,甲仙區,706,"1,702","2,408",279,"2,687","5,417",49.6%,13.03%
第15案,高雄市,杉林區,"1,437","2,898","4,335",460,"4,795","10,607",45.21%,13.55%
第15案,高雄市,內門區,"1,695","3,965","5,660",645,"6,305","13,002",48.49%,13.04%
第15案,高雄市,茂林區,246,812,"1,058",52,"1,110","1,615",68.73%,15.23%
第15案,高雄市,桃源區,385,"1,450","1,835",100,"1,935","3,498",55.32%,11.01%
第15案,高雄市,那瑪夏區,283,"1,184","1,467",122,"1,589","2,424",65.55%,11.67%
第15案,新竹縣,竹北市,"27,936","49,115","77,051","2,874","79,925","137,129",58.28%,20.37%
第15案,新竹縣,竹東鎮,"12,563","28,093","40,656","1,955","42,611","78,794",54.08%,15.94%
第15案,新竹縣,新埔鎮,"4,611","10,817","15,428",889,"16,317","28,894",56.47%,15.96%
第15案,新竹縣,關西鎮,"3,759","9,450","13,209",834,"14,043","24,712",56.83%,15.21%
第15案,新竹縣,湖口鄉,"10,422","23,740","34,162","1,657","35,819","63,511",56.4%,16.41%
第15案,新竹縣,新豐鄉,"7,296","17,099","24,395","1,239","25,634","45,790",55.98%,15.93%
第15案,新竹縣,芎林鄉,"2,855","6,702","9,557",645,"10,202","17,293",58.99%,16.51%
第15案,新竹縣,橫山鄉,"1,742","4,507","6,249",452,"6,701","11,346",59.06%,15.35%
第15案,新竹縣,北埔鄉,"1,549","2,847","4,396",238,"4,634","8,180",56.65%,18.94%
第15案,新竹縣,寶山鄉,"2,608","4,591","7,199",410,"7,609","12,973",58.65%,20.1%
第15案,新竹縣,峨眉鄉,742,"2,039","2,781",279,"3,060","5,068",60.38%,14.64%
第15案,新竹縣,尖石鄉,710,"2,826","3,536",217,"3,753","7,364",50.96%,9.64%
第15案,新竹縣,五峰鄉,387,"1,487","1,874",94,"1,968","3,997",49.24%,9.68%
第15案,苗栗縣,苗栗市,"12,854","28,018","40,872","1,971","42,843","74,249",57.7%,17.31%
第15案,苗栗縣,苑裡鎮,"6,245","14,548","20,793","1,583","22,376","38,890",57.54%,16.06%
第15案,苗栗縣,通霄鎮,"4,556","10,178","14,734","1,346","16,080","29,709",54.13%,15.34%
第15案,苗栗縣,竹南鎮,"11,697","24,847","36,544","1,967","38,511","68,528",56.2%,17.07%
第15案,苗栗縣,頭份市,"13,417","31,783","45,200","2,218","47,418","83,617",56.71%,16.05%
第15案,苗栗縣,後龍鎮,"5,002","10,779","15,781","1,327","17,108","30,948",55.28%,16.16%
第15案,苗栗縣,卓蘭鎮,"2,341","5,742","8,083",604,"8,687","14,772",58.81%,15.85%
第15案,苗栗縣,大湖鄉,"1,898","4,329","6,227",534,"6,761","12,653",53.43%,15%
第15案,苗栗縣,公館鄉,"4,595","10,963","15,558","1,176","16,734","28,318",59.09%,16.23%
第15案,苗栗縣,銅鑼鄉,"2,346","5,800","8,146",502,"8,648","15,424",56.07%,15.21%
第15案,苗栗縣,南庄鄉,"1,189","2,880","4,069",270,"4,339","8,784",49.4%,13.54%
第15案,苗栗縣,頭屋鄉,"1,691","4,087","5,778",346,"6,124","9,390",65.22%,18.01%
第15案,苗栗縣,三義鄉,"2,166","5,583","7,749",402,"8,151","13,889",58.69%,15.6%
第15案,苗栗縣,西湖鄉,987,"2,288","3,275",253,"3,528","6,382",55.28%,15.47%
第15案,苗栗縣,造橋鄉,"1,696","4,224","5,920",499,"6,419","11,027",58.21%,15.38%
第15案,苗栗縣,三灣鄉,855,"2,253","3,108",280,"3,388","5,852",57.89%,14.61%
第15案,苗栗縣,獅潭鄉,497,"1,381","1,878",161,"2,039","3,968",51.39%,12.53%
第15案,苗栗縣,泰安鄉,777,"2,490","3,267",199,"3,466","5,180",66.91%,15%
第15案,彰化縣,彰化市,"35,239","74,545","109,784","5,749","115,533","190,995",60.49%,18.45%
第15案,彰化縣,鹿港鎮,"11,517","26,869","38,386","2,697","41,083","70,505",58.27%,16.34%
第15案,彰化縣,和美鎮,"12,951","27,751","40,702","2,235","42,937","75,286",57.03%,17.2%
第15案,彰化縣,線西鄉,"2,323","5,545","7,868",507,"8,375","14,065",59.54%,16.52%
第15案,彰化縣,伸港鄉,"4,958","11,141","16,099","1,159","17,258","30,407",56.76%,16.31%
第15案,彰化縣,福興鄉,"6,368","13,715","20,083","1,533","21,616","39,745",54.39%,16.02%
第15案,彰化縣,秀水鄉,"5,578","12,461","18,039","1,225","19,264","32,394",59.47%,17.22%
第15案,彰化縣,花壇鄉,"6,224","15,562","21,786","1,329","23,115","38,924",59.38%,15.99%
第15案,彰化縣,芬園鄉,"3,045","7,442","10,487",885,"11,372","20,408",55.72%,14.92%
第15案,彰化縣,員林市,"17,321","38,055","55,376","2,876","58,252","102,028",57.09%,16.98%
第15案,彰化縣,溪湖鎮,"7,695","17,023","24,718","1,567","26,285","45,147",58.22%,17.04%
第15案,彰化縣,田中鎮,"5,778","13,245","19,023","1,405","20,428","35,391",57.72%,16.33%
第15案,彰化縣,大村鄉,"5,500","11,990","17,490","1,089","18,579","31,492",59%,17.46%
第15案,彰化縣,埔鹽鄉,"4,272","11,478","15,750","1,191","16,941","28,026",60.45%,15.24%
第15案,彰化縣,埔心鄉,"5,282","11,827","17,109","1,294","18,403","29,642",62.08%,17.82%
第15案,彰化縣,永靖鄉,"5,651","11,781","17,432","1,192","18,624","31,239",59.62%,18.09%
第15案,彰化縣,社頭鄉,"5,908","13,849","19,757","1,224","20,981","36,306",57.79%,16.27%
第15案,彰化縣,二水鄉,"2,152","5,295","7,447",672,"8,119","13,339",60.87%,16.13%
第15案,彰化縣,北斗鎮,"4,843","10,218","15,061","1,070","16,131","27,593",58.46%,17.55%
第15案,彰化縣,二林鎮,"6,416","14,593","21,009","1,678","22,687","42,976",52.79%,14.93%
第15案,彰化縣,田尾鄉,"3,867","8,997","12,864",893,"13,757","23,179",59.35%,16.68%
第15案,彰化縣,埤頭鄉,"3,871","8,865","12,736","1,221","13,957","25,677",54.36%,15.08%
第15案,彰化縣,芳苑鄉,"3,674","9,277","12,951","1,350","14,301","29,291",48.82%,12.54%
第15案,彰化縣,大城鄉,"1,381","3,849","5,230",515,"5,745","14,713",39.05%,9.39%
第15案,彰化縣,竹塘鄉,"1,832","4,539","6,371",581,"6,952","12,821",54.22%,14.29%
第15案,彰化縣,溪州鄉,"3,775","8,280","12,055","1,098","13,153","25,405",51.77%,14.86%
第15案,南投縣,南投市,"14,491","34,230","48,721","2,383","51,104","84,328",60.6%,17.18%
第15案,南投縣,埔里鎮,"10,904","26,454","37,358","2,295","39,653","68,763",57.67%,15.86%
第15案,南投縣,草屯鎮,"14,396","31,506","45,902","2,285","48,187","82,922",58.11%,17.36%
第15案,南投縣,竹山鎮,"7,543","16,737","24,280","1,780","26,060","47,034",55.41%,16.04%
第15案,南投縣,集集鎮,"1,562","3,642","5,204",378,"5,582","9,611",58.08%,16.25%
第15案,南投縣,名間鄉,"5,405","13,160","18,565","1,467","20,032","33,408",59.96%,16.18%
第15案,南投縣,鹿谷鄉,"2,276","5,778","8,054",566,"8,620","15,941",54.07%,14.28%
第15案,南投縣,中寮鄉,"1,943","5,131","7,074",556,"7,630","13,181",57.89%,14.74%
第15案,南投縣,魚池鄉,"2,123","4,942","7,065",546,"7,611","13,958",54.53%,15.21%
第15案,南投縣,國姓鄉,"2,268","6,510","8,778",625,"9,403","16,597",56.65%,13.67%
第15案,南投縣,水里鄉,"2,326","5,784","8,110",569,"8,679","15,458",56.15%,15.05%
第15案,南投縣,信義鄉,"1,461","6,133","7,594",602,"8,196","13,299",61.63%,10.99%
第15案,南投縣,仁愛鄉,"1,695","5,070","6,765",388,"7,153","12,589",56.82%,13.46%
第15案,雲林縣,斗六市,"15,497","33,537","49,034","2,528","51,562","89,761",57.44%,17.26%
第15案,雲林縣,斗南鎮,"6,583","13,713","20,296","1,405","21,701","38,138",56.9%,17.26%
第15案,雲林縣,虎尾鎮,"9,596","19,755","29,351","1,753","31,104","58,167",53.47%,16.5%
第15案,雲林縣,西螺鎮,"6,128","12,384","18,512","1,819","20,331","38,142",53.3%,16.07%
第15案,雲林縣,土庫鎮,"3,824","7,891","11,715","1,166","12,881","24,412",52.77%,15.66%
第15案,雲林縣,北港鎮,"5,486","11,404","16,890","1,664","18,554","33,958",54.64%,16.16%
第15案,雲林縣,古坑鄉,"4,164","9,260","13,424","1,136","14,560","27,477",52.99%,15.15%
第15案,雲林縣,大埤鄉,"2,538","5,310","7,848",671,"8,519","16,509",51.6%,15.37%
第15案,雲林縣,莿桐鄉,"4,027","8,252","12,279","1,291","13,570","24,570",55.23%,16.39%
第15案,雲林縣,林內鄉,"2,539","5,386","7,925",877,"8,802","15,551",56.6%,16.33%
第15案,雲林縣,二崙鄉,"3,275","6,738","10,013","1,146","11,159","23,367",47.76%,14.02%
第15案,雲林縣,崙背鄉,"2,880","6,338","9,218",927,"10,145","21,050",48.19%,13.68%
第15案,雲林縣,麥寮鄉,"4,927","11,731","16,658","1,443","18,101","37,119",48.76%,13.27%
